id,text,label_l1,label_l2,scenario,source,complexity
357,"Привет, можно сегодня!",booking,new_appointment,booking_flow,augmented,complex
358,"Подскажите, пОЗОВИТЕ ГЛАВВРАЧА",negative_feedback,general,escalation_flow,augmented,complex
359,"Отмените запись, заболел 👍",booking,cancel,booking_flow,augmented,complex
360,Эй!,conversational,greeting,conversation_flow,augmented,simple
361,"Добрый день, планирую удаление",anamnesis,services,anamnesis_flow,augmented,complex
362,"Не смогу прийт,и заболел",booking,cancel,booking_flow,augmented,complex
363,Здравствуйте спасибо заранее спасибо,conversational,greeting,conversation_flow,augmented,simple
364,сколько нельзя есть после элайнеры,faq,visit_prep,faq_flow,augmented,simple
365,Запись к детскому стоматологу на на этой неделе,booking,new_appointment,booking_flow,variation,medium
366,Есть парковка,faq,clinic_info,faq_flow,augmented,simple
367,Невежливое обслуживание 😊,negative_feedback,staff,escalation_flow,augmented,simple
368,ДО КОТОРОГО ЧАСА ПРИЁМ?!,faq,clinic_info,faq_flow,augmented,simple
369,Договорились спасибо,conversational,confirmation,conversation_flow,augmented,simple
370,У меня боль от горячего с утра,anamnesis,symptom,anamnesis_flow,variation,medium
371,"Здравствуйте, элайнер треснул",anamnesis,complaint,anamnesis_flow,augmented,complex
372,Как проходит удаление?,faq,procedure,faq_flow,variation,simple
373,Петровой блы груб,negative_feedback,staff,escalation_flow,augmented,simple
374,"Привет, подскажите подробнее",faq,followup,faq_flow,augmented,complex
375,Верните деьнги!,negative_feedback,general,escalation_flow,augmented,simple
376,зуб болит немного,anamnesis,symptom,anamnesis_flow,variation,simple
377,Интересует протезирование 🦷,anamnesis,services,anamnesis_flow,augmented,simple
378,Не получится прийти?!,booking,cancel,booking_flow,augmented,simple
379,Хочу на профосмотр,booking,new_appointment,booking_flow,template,simple
380,Долго оформляли документы 🙏,negative_feedback,service_issue,escalation_flow,augmented,simple
381,"Скажите, пока пожалуйста",conversational,farewell,conversation_flow,augmented,complex
382,верхний зуб болит немного заранее спасибо,anamnesis,symptom,anamnesis_flow,augmented,medium
383,Сколько нельзя пить алкоголь после чистку?,faq,visit_prep,faq_flow,variation,medium
384,лечение кариеса это больно спасибо,faq,procedure,faq_flow,augmented,simple
385,Не знаю спасибо,conversational,unclear,clarification_flow,augmented,simple
386,Перенесите на четверг пожалуйста,booking,reschedule,booking_flow,augmented,simple
387,Какая цена на КТ спасибо,faq,price,faq_flow,augmented,simple
388,"Подскажите, зуб шатается",anamnesis,complaint,anamnesis_flow,augmented,complex
389,Планирую коронку 😢,anamnesis,services,anamnesis_flow,augmented,simple
390,почёмл ечение кариеса?,faq,price,faq_flow,augmented,simple
391,Отоклолся зуб,anamnesis,complaint,anamnesis_flow,augmented,simple
392,Можно записаться онлайн 😊,faq,clinic_info,faq_flow,augmented,simple
393,А что будет если?,faq,followup,faq_flow,template,simple
394,Врач Лебедевой не объяснил,negative_feedback,staff,escalation_flow,variation,simple
395,Невежливо ответили?,negative_feedback,staff,escalation_flow,augmented,simple
396,Мне не перезвонили два дня?!,negative_feedback,service_issue,escalation_flow,augmented,simple
397,У меня острая боль два дня,anamnesis,symptom,anamnesis_flow,variation,medium
398,Хороешго ндя,conversational,farewell,conversation_flow,augmented,simple
399,Как проходит протезирование 👍,faq,procedure,faq_flow,augmented,simple
400,Запись к хирургу на утро,booking,new_appointment,booking_flow,variation,simple
401,Болшьое спасибо,conversational,gratitude,conversation_flow,augmented,simple
402,Приду 🦷,conversational,confirmation,conversation_flow,augmented,simple
403,"Привет, хочу почистить зубы!",anamnesis,services,anamnesis_flow,augmented,complex
404,Хорошеог дня,conversational,farewell,conversation_flow,augmented,simple
405,Запись к гигиенисту на воскресенье,booking,new_appointment,booking_flow,variation,simple
406,"Привет, пОДУМАЮ",conversational,unclear,clarification_flow,augmented,complex
407,Рядом есть метро,faq,clinic_info,faq_flow,augmented,simple
408,Нужен протез,anamnesis,services,anamnesis_flow,template,simple
409,Сколько длится протезирование пожалуйста,faq,procedure,faq_flow,augmented,simple
410,Записал 🙏,conversational,confirmation,conversation_flow,augmented,simple
411,Что делать если отёк,faq,visit_prep,faq_flow,augmented,simple
412,доброе утро пожалуйста,conversational,greeting,conversation_flow,augmented,simple
413,Спасибо за помощь пожалуйста,conversational,gratitude,conversation_flow,augmented,simple
414,Как проходит лечение 🦷 спасибо,faq,procedure,faq_flow,augmented,simple
415,Хорошего дня зраанее спасибо,conversational,farewell,conversation_flow,augmented,simple
416,Сказали что записи нет 😢,negative_feedback,service_issue,escalation_flow,augmented,simple
417,"Подскажите, надо подумать",conversational,unclear,clarification_flow,augmented,complex
418,Здравтсвуйте,conversational,greeting,conversation_flow,augmented,simple
419,Какие документы взять 🦷,faq,visit_prep,faq_flow,augmented,simple
420,Вра чМорозовой не объяснил,negative_feedback,staff,escalation_flow,augmented,simple
421,Моей записи нет пожалуйста,negative_feedback,service_issue,escalation_flow,augmented,simple
422,"Здравствуйте, не предупредили об изменениях 👍",negative_feedback,service_issue,escalation_flow,augmented,complex
423,Появиласья звочка во рту,anamnesis,complaint,anamnesis_flow,augmented,simple
424,планирую элайнеры 😊,anamnesis,services,anamnesis_flow,augmented,simple
425,Откололся зуб 🙏,anamnesis,complaint,anamnesis_flow,augmented,simple
426,Хочу изменить время записи,booking,reschedule,booking_flow,template,simple
427,Здрасте спасибо,conversational,greeting,conversation_flow,augmented,simple
428,Как проходит реставрацию пожалуйста,faq,procedure,faq_flow,augmented,simple
429,Надо подумать...,conversational,unclear,clarification_flow,augmented,simple
430,сколько стоит брекеты пожалуйста,faq,price,faq_flow,augmented,simple
431,Сколько дерижтся?,faq,procedure,faq_flow,augmented,simple
432,Запись к ортодонту на субботу,booking,new_appointment,booking_flow,variation,simple
